Year,Month,Day,HeatIndex
2017,8,13,24
2017,8,14,25
2017,8,15,26
2017,8,16,26
2017,8,17,25
2017,8,18,25
2017,8,19,22
2017,8,20,24
2017,8,21,21
2017,8,22,18
2017,8,23,22
2017,8,24,22
2017,8,25,21
2017,8,26,18
2017,8,27,25
2017,8,28,25
2017,8,29,24
2017,8,30,22
2017,8,31,21
2017,9,1,19
2017,9,2,21
2017,9,3,24
2017,9,4,23
2017,9,5,18
2017,9,6,21
2017,9,7,26
2017,9,8,24
2017,9,9,25
2017,9,10,26
2017,9,11,22
2017,9,12,24
2017,9,13,23
2017,9,14,23
2017,9,15,24
2017,9,16,25
2017,9,17,22
2017,9,18,25
2017,9,19,25
2017,9,20,24
2017,9,21,25
2017,9,22,25
2017,9,23,20
2017,9,24,25
2017,9,25,25
2017,9,26,23
2017,9,27,24
2017,9,28,24
2017,9,29,22
2017,9,30,25
2017,10,1,25
2017,10,2,25
2017,10,3,23
2017,10,4,23
2017,10,5,24
2017,10,6,24
2017,10,7,25
2017,10,8,24
2017,10,9,24
2017,10,10,23
2017,10,11,23
2017,10,12,22
2017,10,13,20
2017,10,14,20
2017,10,15,20
2017,10,16,25
2017,10,17,25
2017,10,18,22
2017,10,19,22
2017,10,20,24
2017,10,21,23
2017,10,22,23
2017,10,23,22
2017,10,24,22
2017,10,25,21
2017,10,26,21
2017,10,27,25
2017,10,28,24
2017,10,29,23
2017,10,30,24
2017,10,31,23
2017,11,1,21
2017,11,2,18
2017,11,3,24
2017,11,4,22
2017,11,5,19
2017,11,6,24
2017,11,7,24
2017,11,8,25
2017,11,9,24
2017,11,10,21
2017,11,11,25
2017,11,12,24
2017,11,13,25
2017,11,14,25
2017,11,15,24
2017,11,16,24
2017,11,17,24
2017,11,18,24
2017,11,19,24
2017,11,20,26
2017,11,21,23
2017,11,22,24
2017,11,23,25
2017,11,24,24
2017,11,25,23
2017,11,26,24
2017,11,27,25
2017,11,28,25
2017,11,29,27
2017,11,30,25
2017,12,1,25
2017,12,2,24
2017,12,3,26
2017,12,4,21
2017,12,5,24
2017,12,6,25
2017,12,7,25
2017,12,8,25
2017,12,9,24
2017,12,10,24
2017,12,11,24
2017,12,12,24
2017,12,13,23
2017,12,14,22
2017,12,15,24
2017,12,16,21
2017,12,17,21
2017,12,18,20
2017,12,19,23
2017,12,20,23
2017,12,21,23
2017,12,22,24
2017,12,23,23
2017,12,24,25
2017,12,25,25
2017,12,26,23
2017,12,27,22
2017,12,28,23
2017,12,29,22
2017,12,30,23
2017,12,31,21
2018,7,1,22
2018,7,2,23
2018,7,3,23
2018,7,4,23
2018,7,5,23
2018,7,6,23
2018,7,7,23
2018,7,8,22
2018,7,9,23
2018,7,10,24
2018,7,11,22
2018,7,12,22
2018,7,13,22
2018,7,14,21
2018,7,15,23
2018,7,16,24
2018,7,17,21
2018,7,18,19
2018,7,19,19
2018,7,20,20
2018,7,21,19
2018,7,22,20
2018,7,23,20
2018,7,24,21
2018,7,25,21
2018,7,26,24
2018,7,27,22
2018,7,28,24
2018,7,29,24
2018,7,30,24
2018,7,31,23
2018,8,1,23
2018,8,2,24
2018,8,3,22
2018,8,4,25
2018,8,5,25
2018,8,6,23
2018,8,7,21
2018,8,8,20
2018,8,9,20
2018,8,10,19
2018,8,11,19
2018,8,12,19
2018,8,13,19
2018,8,14,19
2018,8,15,19
2018,8,16,20
2018,8,17,20
2018,8,18,20
2018,8,19,21
2018,8,20,19
2018,8,21,19
2018,8,22,19
2018,8,23,19
2018,8,24,19
